RfamID	CMname	Description	NumHairpins	Categories
RF01071	OLE	Ornate_Large_Extremophilic_RNA	10	Gene;
RF01072	TMV_UPD-PK3	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01073	GP_knot1	Gag/pol_translational_readthrough_site	1	Cis-reg;
RF01074	RF_site1	Putative_RNA-dependent_RNA_polymerase_ribosomal_frameshift_site	1	Cis-reg;
RF01075	TLS-PK1	Pseudoknot_of_tRNA-like_structure	3	Cis-reg;
RF01076	RF_site2	Polymerase_ribosomal_frameshift_site	1	Cis-reg;
RF01077	TLS-PK2	Pseudoknot_of_tRNA-like_structure	1	Cis-reg;
RF01078	PK-PYVV	3'-terminal_pseudoknot_in_PYVV	1	Cis-reg;
RF01079	RF_site3	Putative_RNA-dependent_RNA_polymerase_ribosomal_frameshift_site	1	Cis-reg;
RF01080	UPD-PKib	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01081	SBWMV1_UPD-PKe	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01082	SBWMV1_UPD-PKh	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01083	UPD-PK2	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01084	TLS-PK3	Pseudoknot_of_tRNA-like_structure	4	Cis-reg;
RF01085	TLS-PK4	Pseudoknot_of_tRNA-like_structure	3	Cis-reg;
RF01086	LR-PK1	Long_range_pseudoknot	2	Cis-reg;
RF01087	PK-repZ	Pseudoknot_of_the_regulatory_region_of_the_repZ_gene	1	Cis-reg;
RF01088	TLS-PK5	Pseudoknot_of_tRNA-like_structure	1	Cis-reg;
RF01089	PK-repBA	Pseudoknot_of_the_regulatory_region_of_the_repBA_gene	1	Cis-reg;
RF01090	RF_site4	Edr_gene_ribosomal_frameshift_signal	1	Cis-reg;
RF01091	PK-SPCSV	3'-terminal_pseudoknot_in_SPCSV	1	Cis-reg;
RF01092	GP_knot2	Gag/pol_translational_readthrough_site	1	Cis-reg;
RF01093	RF_site5	Ma3_gene_ribosomal_frameshift_signal	1	Cis-reg;
RF01094	RF_site6	Polymerase_ribosomal_frameshift_site	1	Cis-reg;
RF01095	PK-CuYV_BPYV	3'-terminal_pseudoknot_of_CuYV/BPYV	1	Cis-reg;
RF01096	PK-HAV	3'-terminal_pseudoknot_of_HepA_virus	1	Cis-reg;
RF01097	RF_site8	Gag/pro_ribosomal_frameshift_site	1	Cis-reg;
RF01098	RF_site9	Gag/pro_ribosomal_frameshift_site	1	Cis-reg;
RF01099	PK-IAV	Pseudoknot_of_influenza_A_virus_gene	1	Cis-reg;
RF01100	PK-BYV	3'-terminal_pseudoknot_in_BYV	1	Cis-reg;
RF01101	TLS-PK6	Pseudoknot_of_tRNA-like_structure	1	Cis-reg;
RF01102	PK1-TEV_CVMV	5'-leader_pseudoknot_of_TEV/CVMV	1	Cis-reg;
RF01103	UPD-PKc	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01104	SBWMV2_UPD-PKb	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01105	SBWMV2_UPD-PKl	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01106	SBWMV1_UPD-PKb	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01107	SBRMV1_UPD-PKf	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01108	BMV3_UPD-PK1	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01109	SBRMV1_UPD-PKd	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01110	PSLVbeta_UPD-PK2	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01111	SBWMV2_UPD-PKk	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01112	UPD-PKg	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01113	BMV3_UPD-PK3	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01114	TMV_UPD-PK1	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01115	TMV_UPD-PK2	Pseudoknot_of_upstream_pseudoknot_domain_(UPD)_of_the_3'UTR	1	Cis-reg;
RF01116	Yfr1	Cyanobacterial_functional_RNA_1	2	Gene;sRNA;
RF01117	ciona-mir-92	Ciona_microRNA_mir-92	1	Gene;miRNA;
RF01118	PK-G12rRNA	Pseudoknot_of_the_domain_G(G12)_of_23S_ribosomal_RNA	1	Gene;rRNA;
RF01119	sR32	Small_nucleolar_RNA_sR32	1	Gene;snRNA;snoRNA;CD-box;
RF01120	sR33	Small_nucleolar_RNA_sR33	1	Gene;snRNA;snoRNA;CD-box;
RF01121	sR38	Small_nucleolar_RNA_sR38	1	Gene;snRNA;snoRNA;CD-box;
RF01122	sR39	Small_nucleolar_RNA_sR39	1	Gene;snRNA;snoRNA;CD-box;
RF01123	sR35	Small_nucleolar_RNA_sR35	1	Gene;snRNA;snoRNA;CD-box;
RF01124	sR36	Small_nucleolar_RNA_sR36	1	Gene;snRNA;snoRNA;CD-box;
RF01125	sR4	Small_nucleolar_RNA_sR4	1	Gene;snRNA;snoRNA;CD-box;
RF01126	sR41	Small_nucleolar_RNA_sR41	1	Gene;snRNA;snoRNA;CD-box;
RF01127	sR42	Small_nucleolar_RNA_sR42	1	Gene;snRNA;snoRNA;CD-box;
RF01128	sR43	Small_nucleolar_RNA_sR42	1	Gene;snRNA;snoRNA;CD-box;
RF01129	sR44	Small_nucleolar_RNA_sR44	1	Gene;snRNA;snoRNA;CD-box;
RF01130	sR46	Small_nucleolar_RNA_sR46	1	Gene;snRNA;snoRNA;CD-box;
RF01131	sR47	Small_nucleolar_RNA_sR47	1	Gene;snRNA;snoRNA;CD-box;
RF01132	sR48	Small_nucleolar_RNA_sR48	1	Gene;snRNA;snoRNA;CD-box;
RF01133	sR3	Small_nucleolar_RNA_sR3	1	Gene;snRNA;snoRNA;CD-box;
RF01134	sR30	Small_nucleolar_RNA_sR30	1	Gene;snRNA;snoRNA;CD-box;
RF01135	sR24	Small_nucleolar_RNA_sR24	1	Gene;snRNA;snoRNA;CD-box;
RF01136	sR28	Small_nucleolar_RNA_sR28	1	Gene;snRNA;snoRNA;CD-box;
RF01137	sR21	Small_nucleolar_RNA_sR21	1	Gene;snRNA;snoRNA;CD-box;
RF01138	sR23	Small_nucleolar_RNA_sR23	1	Gene;snRNA;snoRNA;CD-box;
RF01139	sR2	Small_nucleolar_RNA_sR2	1	Gene;snRNA;snoRNA;CD-box;
RF01140	sR20	Small_nucleolar_RNA_sR20	1	Gene;snRNA;snoRNA;CD-box;
RF01141	sR18	Small_nucleolar_RNA_sR18	1	Gene;snRNA;snoRNA;CD-box;
RF01142	sR19	Small_nucleolar_RNA_sR19	1	Gene;snRNA;snoRNA;CD-box;
RF01143	sR16	Small_nucleolar_RNA_sR16	1	Gene;snRNA;snoRNA;CD-box;
RF01144	sR17	Small_nucleolar_RNA_sR17	1	Gene;snRNA;snoRNA;CD-box;
RF01145	sR14	Small_nucleolar_RNA_sR14	1	Gene;snRNA;snoRNA;CD-box;
RF01146	sR15	Small_nucleolar_RNA_sR15	1	Gene;snRNA;snoRNA;CD-box;
RF01147	sR12	Small_nucleolar_RNA_sR12	1	Gene;snRNA;snoRNA;CD-box;
RF01148	sR13	Small_nucleolar_RNA_sR13	1	Gene;snRNA;snoRNA;CD-box;
RF01149	sR10	Small_nucleolar_RNA_sR10	1	Gene;snRNA;snoRNA;CD-box;
RF01150	sR11	Small_nucleolar_RNA_sR11	1	Gene;snRNA;snoRNA;CD-box;
RF01151	snoU82P	Small_nucleolar_RNA_U82P	1	Gene;snRNA;snoRNA;CD-box;
RF01152	sR1	Small_nucleolar_RNA_sR1	1	Gene;snRNA;snoRNA;CD-box;
RF01153	sn3060	Small_nucleolar_RNA_sn3060	1	Gene;snRNA;snoRNA;CD-box;
RF01154	snoU43C	Small_nucleolar_RNA_U43C	1	Gene;snRNA;snoRNA;CD-box;
RF01155	snoR101	Small_nucleolar_RNA_snoR101	1	Gene;snRNA;snoRNA;CD-box;
RF01156	SNORD123	Small_nucleolar_RNA_SNORD123	1	Gene;snRNA;snoRNA;CD-box;
RF01157	sn1185	Small_nucleolar_RNA_sn1185	1	Gene;snRNA;snoRNA;CD-box;
RF01158	SNORD108	Small_nucleolar_RNA_SNORD108	1	Gene;snRNA;snoRNA;CD-box;
RF01159	snoU18	Small_nucleolar_RNA_U18	1	Gene;snRNA;snoRNA;CD-box;
RF01160	sn2841	Small_nucleolar_RNA_sn2841	1	Gene;snRNA;snoRNA;CD-box;
RF01161	SNORD5	Small_nucleolar_RNA_SNORD5	1	Gene;snRNA;snoRNA;CD-box;
RF01162	sn668	Small_nucleolar_RNA_sn668	1	Gene;snRNA;snoRNA;CD-box;
RF01163	snoR64a	Small_nucleolar_RNA_snoR64a	1	Gene;snRNA;snoRNA;CD-box;
RF01164	SNORD107	Small_nucleolar_RNA_SNORD107	1	Gene;snRNA;snoRNA;CD-box;
RF01165	sn2317	Small_nucleolar_RNA_sn2317	1	Gene;snRNA;snoRNA;CD-box;
RF01166	sn3071	Small_nucleolar_RNA_sn3071	1	Gene;snRNA;snoRNA;CD-box;
RF01167	sn2429	Small_nucleolar_RNA_sn2429	1	Gene;snRNA;snoRNA;CD-box;
RF01168	SNORD126	Small_nucleolar_RNA_SNORD126	1	Gene;snRNA;snoRNA;CD-box;
RF01169	SNORD112	Small_nucleolar_RNA_SNORD112	1	Gene;snRNA;snoRNA;CD-box;
RF01170	snoU61	Small_nucleolar_RNA_U61	1	Gene;snRNA;snoRNA;CD-box;
RF01171	snoR4	Small_nucleolar_RNA_snoR4	1	Gene;snRNA;snoRNA;CD-box;
RF01172	sn2343	Small_nucleolar_RNA_sn2343	1	Gene;snRNA;snoRNA;CD-box;
RF01173	snoU105B	Small_nucleolar_RNA_U105B	1	Gene;snRNA;snoRNA;CD-box;
RF01174	snoU43	Small_nucleolar_RNA_U43	1	Gene;snRNA;snoRNA;CD-box;
RF01175	snoU83D	Small_nucleolar_RNA_U83	1	Gene;snRNA;snoRNA;CD-box;
RF01176	snR78	Small_nucleolar_RNA_snR78	1	Gene;snRNA;snoRNA;CD-box;
RF01177	snR67	Small_nucleolar_RNA_snR67	1	Gene;snRNA;snoRNA;CD-box;
RF01178	snoR77Y	Small_nucleolar_RNA_snoR77Y	1	Gene;snRNA;snoRNA;CD-box;
RF01179	snoU83	Small_nucleolar_RNA_U83	1	Gene;snRNA;snoRNA;CD-box;
RF01180	snoR110	Small_nucleolar_RNA_snoR110	1	Gene;snRNA;snoRNA;HACA-box;
RF01181	snR77	Small_nucleolar_RNA_snR77	1	Gene;snRNA;snoRNA;CD-box;
RF01182	SNORD11	Small_nucleolar_RNA_SNORD11	1	Gene;snRNA;snoRNA;CD-box;
RF01183	SNORD19B	Small_nucleolar_RNA_SNORD19B	1	Gene;snRNA;snoRNA;CD-box;
RF01184	snR79	Small_nucleolar_RNA_snR79	1	Gene;snRNA;snoRNA;CD-box;
RF01185	snR75	Small_nucleolar_RNA_snR75	1	Gene;snRNA;snoRNA;CD-box;
RF01186	SNORD127	Small_nucleolar_RNA_SNORD127	1	Gene;snRNA;snoRNA;CD-box;
RF01187	snoU83C	Small_nucleolar_RNA_U83C	1	Gene;snRNA;snoRNA;CD-box;
RF01188	snR56	Small_nucleolar_RNA_snR56	1	Gene;snRNA;snoRNA;CD-box;
RF01189	sn1502	Small_nucleolar_RNA_sn1502	1	Gene;snRNA;snoRNA;CD-box;
RF01190	snR50	Small_nucleolar_RNA_snR50	1	Gene;snRNA;snoRNA;CD-box;
RF01191	SNORD121A	Small_nucleolar_RNA_SNORD121A	1	Gene;snRNA;snoRNA;CD-box;
RF01192	SNORD11B	Small_nucleolar_RNA_SNORD11B	1	Gene;snRNA;snoRNA;CD-box;
RF01193	snoR20a	Small_nucleolar_RNA_snoR20a	1	Gene;snRNA;snoRNA;CD-box;
RF01194	sn2903	Small_nucleolar_RNA_sn2903	1	Gene;snRNA;snoRNA;CD-box;
RF01195	snR52	Small_nucleolar_RNA_snR52	1	Gene;snRNA;snoRNA;CD-box;
RF01196	snoZ30a	Small_nucleolar_RNA_Z30a	1	Gene;snRNA;snoRNA;CD-box;
RF01197	snR39	Small_nucleolar_RNA_snR39	1	Gene;snRNA;snoRNA;CD-box;
RF01198	snoR69Y	Small_nucleolar_RNA_snoR69Y	1	Gene;snRNA;snoRNA;CD-box;
RF01199	snR58	Small_nucleolar_RNA_snR58	1	Gene;snRNA;snoRNA;CD-box;
RF01200	SNORD125	Small_nucleolar_RNA_SNORD125	1	Gene;snRNA;snoRNA;CD-box;
RF01201	snR40	Small_nucleolar_RNA_snR40	1	Gene;snRNA;snoRNA;CD-box;
RF01202	sn2991	Small_nucleolar_RNA_sn2991	1	Gene;snRNA;snoRNA;CD-box;
RF01203	snR47	Small_nucleolar_RNA_snR47	1	Gene;snRNA;snoRNA;CD-box;
RF01204	snR65	Small_nucleolar_RNA_snR65	1	Gene;snRNA;snoRNA;CD-box;
RF01205	snR62	Small_nucleolar_RNA_snR62	1	Gene;snRNA;snoRNA;CD-box;
RF01206	snoR109	Small_nucleolar_RNA_snoR109	1	Gene;snRNA;snoRNA;HACA-box;
RF01207	snR73	Small_nucleolar_RNA_snR73	1	Gene;snRNA;snoRNA;CD-box;
RF01208	snoR99	Small_nucleolar_RNA_snoR99	1	Gene;snRNA;snoRNA;HACA-box;
RF01209	snR76	Small_nucleolar_RNA_snR76	1	Gene;snRNA;snoRNA;CD-box;
RF01210	snoU13	Small_nucleolar_RNA_U13	1	Gene;snRNA;snoRNA;CD-box;
RF01211	SNORD124	Small_nucleolar_RNA_SNORD124	1	Gene;snRNA;snoRNA;CD-box;
RF01212	sn2524	Small_nucleolar_RNA_sn2524	1	Gene;snRNA;snoRNA;CD-box;
RF01213	snoR103	Small_nucleolar_RNA_snoR103	1	Gene;snRNA;snoRNA;HACA-box;
RF01214	snR51	Small_nucleolar_RNA_snR51	1	Gene;snRNA;snoRNA;CD-box;
RF01215	snoR97	Small_nucleolar_RNA_snoR97	1	Gene;snRNA;snoRNA;HACA-box;
RF01216	snR87	Small_nucleolar_RNA_snR87	1	Gene;snRNA;snoRNA;CD-box;
RF01217	snoR72Y	Small_nucleolar_RNA_snoR72Y	1	Gene;snRNA;snoRNA;CD-box;
RF01218	snR41	Small_nucleolar_RNA_snR41	1	Gene;snRNA;snoRNA;CD-box;
RF01219	snoR100	Small_nucleolar_RNA_snoR100	2	Gene;snRNA;snoRNA;HACA-box;
RF01220	snoR104	Small_nucleolar_RNA_snoR104	2	Gene;snRNA;snoRNA;HACA-box;
RF01221	snoU6-47	Small_nucleolar_RNA_U6-47	1	Gene;snRNA;snoRNA;CD-box;
RF01222	sn2417	Small_nucleolar_RNA_sn2417	1	Gene;snRNA;snoRNA;CD-box;
RF01223	snR13	Small_nucleolar_RNA_snR13	1	Gene;snRNA;snoRNA;CD-box;
RF01224	snoR80	Small_nucleolar_RNA_snoR80	2	Gene;snRNA;snoRNA;HACA-box;
RF01225	ACA64	Small_nucleolar_RNA_ACA64	2	Gene;snRNA;snoRNA;HACA-box;
RF01226	snoZ5	Small_nucleolar_RNA_Z5	1	Gene;snRNA;snoRNA;CD-box;
RF01227	snoR83	Small_nucleolar_RNA_snoR83	2	Gene;snRNA;snoRNA;HACA-box;
RF01228	snoR111	Small_nucleolar_RNA_snoR111	2	Gene;snRNA;snoRNA;HACA-box;
RF01229	SNORA84	Small_nucleolar_RNA_SNORA84	2	Gene;snRNA;snoRNA;HACA-box;
RF01230	snoR77	Small_nucleolar_RNA_snoR77	2	Gene;snRNA;snoRNA;HACA-box;
RF01231	snoR74	Small_nucleolar_RNA_snoR74	2	Gene;snRNA;snoRNA;HACA-box;
RF01232	snoU40	Small_nucleolar_RNA_U40	1	Gene;snRNA;snoRNA;CD-box;
RF01233	snoU109	Small_nucleolar_RNA_U109	2	Gene;snRNA;snoRNA;HACA-box;
RF01234	SNORA47	Small_nucleolar_RNA_SNORA47	2	Gene;snRNA;snoRNA;HACA-box;
RF01235	snR68	Small_nucleolar_RNA_snR68	1	Gene;snRNA;snoRNA;CD-box;
RF01236	snoU19	Small_nucleolar_RNA_U19	3	Gene;snRNA;snoRNA;HACA-box;
RF01237	snR161	Small_nucleolar_RNA_snR161	2	Gene;snRNA;snoRNA;HACA-box;
RF01238	snR70	Small_nucleolar_RNA_snR70	1	Gene;snRNA;snoRNA;CD-box;
RF01239	snR49	Small_nucleolar_RNA_snR49	3	Gene;snRNA;snoRNA;HACA-box;
RF01240	snR85	Small_nucleolar_RNA_snR85	3	Gene;snRNA;snoRNA;HACA-box;
RF01241	SNORA81	Small_nucleolar_RNA_SNORA81	2	Gene;snRNA;snoRNA;HACA-box;
RF01242	snR36	Small_nucleolar_RNA_snR36	3	Gene;snRNA;snoRNA;HACA-box;
RF01243	snR33	Small_nucleolar_RNA_snR33	2	Gene;snRNA;snoRNA;HACA-box;
RF01244	snR4	Small_nucleolar_RNA_snR4	1	Gene;snRNA;snoRNA;CD-box;
RF01245	snR9	Small_nucleolar_RNA_snR9	2	Gene;snRNA;snoRNA;HACA-box;
RF01246	snR81	Small_nucleolar_RNA_snR81	3	Gene;snRNA;snoRNA;HACA-box;
RF01247	snR32	Small_nucleolar_RNA_snR32	3	Gene;snRNA;snoRNA;HACA-box;
RF01248	snR8	Small_nucleolar_RNA_snR8	2	Gene;snRNA;snoRNA;HACA-box;
RF01249	snR190	Small_nucleolar_RNA_snR190	1	Gene;snRNA;snoRNA;CD-box;
RF01250	snR189	Small_nucleolar_RNA_snR189	2	Gene;snRNA;snoRNA;HACA-box;
RF01251	snR3	Small_nucleolar_RNA_snR3	3	Gene;snRNA;snoRNA;HACA-box;
RF01252	snR5	Small_nucleolar_RNA_snR5	3	Gene;snRNA;snoRNA;HACA-box;
RF01253	snR46	Small_nucleolar_RNA_snR46	3	Gene;snRNA;snoRNA;HACA-box;
RF01254	snR34	Small_nucleolar_RNA_snR34	2	Gene;snRNA;snoRNA;HACA-box;
RF01255	snR35	Small_nucleolar_RNA_snR35	3	Gene;snRNA;snoRNA;HACA-box;
RF01256	snR43	Small_nucleolar_RNA_snR43	3	Gene;snRNA;snoRNA;HACA-box;
RF01257	snR31	Small_nucleolar_RNA_snR31	3	Gene;snRNA;snoRNA;HACA-box;
RF01258	snR10	Small_nucleolar_RNA_snR10	4	Gene;snRNA;snoRNA;HACA-box;
RF01259	snR63	Small_nucleolar_RNA_snR63	1	Gene;snRNA;snoRNA;CD-box;
RF01260	snR11	Small_nucleolar_RNA_snR11	5	Gene;snRNA;snoRNA;HACA-box;
RF01261	snR82	Small_nucleolar_RNA_snR82	2	Gene;snRNA;snoRNA;HACA-box;
RF01262	snR44	Small_nucleolar_RNA_snR44	3	Gene;snRNA;snoRNA;HACA-box;
RF01263	snR191	Small_nucleolar_RNA_snR191	4	Gene;snRNA;snoRNA;HACA-box;
RF01264	snR83	Small_nucleolar_RNA_snR83	3	Gene;snRNA;snoRNA;HACA-box;
RF01265	snR42	Small_nucleolar_RNA_snR42	4	Gene;snRNA;snoRNA;HACA-box;
RF01266	snR45	Small_nucleolar_RNA_snR45	1	Gene;snRNA;snoRNA;CD-box;
RF01267	snR37	Small_nucleolar_RNA_snR37	6	Gene;snRNA;snoRNA;HACA-box;
RF01268	snoU2-25	Small_nucleolar_RNA_U2-25	7	Gene;snRNA;snoRNA;CD-box;
RF01269	snR80	Small_nucleolar_RNA_snR80	2	Gene;snRNA;snoRNA;HACA-box;
RF01270	snR84	Small_nucleolar_RNA_snR84	8	Gene;snRNA;snoRNA;HACA-box;
RF01271	snR30	Small_nucleolar_RNA_snR30	7	Gene;snRNA;snoRNA;HACA-box;
RF01272	snR86	Small_nucleolar_RNA_snR86	4	Gene;snRNA;snoRNA;HACA-box;
RF01273	sR34	Small_nucleolar_RNA_sR34	1	Gene;snRNA;snoRNA;CD-box;
RF01274	sR45	Small_nucleolar_RNA_sR45	1	Gene;snRNA;snoRNA;CD-box;
RF01275	sR22	Small_nucleolar_RNA_sR22	1	Gene;snRNA;snoRNA;CD-box;
RF01276	sR53	Small_nucleolar_RNA_sR53	1	Gene;snRNA;snoRNA;CD-box;
RF01277	snoU54	Small_nucleolar_RNA_U54	1	Gene;snRNA;snoRNA;CD-box;
RF01278	SNORD109A	Small_nucleolar_RNA_SNORD109A	1	Gene;snRNA;snoRNA;CD-box;
RF01279	snoR53Y	Small_nucleolar_RNA_snoR53Y	1	Gene;snRNA;snoRNA;CD-box;
RF01280	snoR14	Small_nucleolar_RNA_snoR14	1	Gene;snRNA;snoRNA;CD-box;
RF01281	snoR35	Small_nucleolar_RNA_snoR35	1	Gene;snRNA;snoRNA;CD-box;
RF01283	snoU30	Small_nucleolar_RNA_U30	1	Gene;snRNA;snoRNA;CD-box;
RF01284	snoR8a	Small_nucleolar_RNA_snoR8a	1	Gene;snRNA;snoRNA;CD-box;
RF01285	snoU31b	Small_nucleolar_RNA_U31b	1	Gene;snRNA;snoRNA;CD-box;
RF01286	snoR26	Small_nucleolar_RNA_snoR26	1	Gene;snRNA;snoRNA;CD-box;
RF01287	snoR27	Small_nucleolar_RNA_snoR27	1	Gene;snRNA;snoRNA;CD-box;
RF01288	snoR31	Small_nucleolar_RNA_snoR31	1	Gene;snRNA;snoRNA;CD-box;
RF01289	snoR17	Small_nucleolar_RNA_snoR17	1	Gene;snRNA;snoRNA;CD-box;
RF01290	snoU6-77	Small_nucleolar_RNA_U6-77	1	Gene;snRNA;snoRNA;CD-box;
RF01291	snoU97	Small_nucleolar_RNA_U97	1	Gene;snRNA;snoRNA;CD-box;
RF01292	snoR2	Small_nucleolar_RNA_snoR2/U65	2	Gene;snRNA;snoRNA;HACA-box;
RF01293	ACA59	Small_nucleolar_RNA_ACA59	3	Gene;snRNA;snoRNA;HACA-box;
RF01294	snoU89	Small_nucleolar_RNA_U89	4	Gene;snRNA;snoRNA;HACA-box;
RF01295	snoU90	Small_nucleolar_RNA_U90	1	Gene;snRNA;snoRNA;CD-box;
RF01296	snoU85	Small_nucleolar_RNA_U85	3	Gene;snRNA;snoRNA;HACA-box;
RF01297	sR40	Small_nucleolar_RNA_sR40	1	Gene;snRNA;snoRNA;CD-box;
RF01298	snoU35	Small_nucleolar_RNA_U25	1	Gene;snRNA;snoRNA;CD-box;
RF01299	snR39B	Small_nucleolar_RNA_snR39B	1	Gene;snRNA;snoRNA;CD-box;
RF01300	snoU49	Small_nucleolar_RNA_U49	1	Gene;snRNA;snoRNA;CD-box;
RF01301	snoR4a	Small_nucleolar_RNA_snoR4a	1	Gene;snRNA;snoRNA;CD-box;
RF01302	snoU36a	SnoRNA_U36a	1	Gene;snRNA;snoRNA;CD-box;
RF01303	sR49	Small_nucleolar_RNA_sR49	1	Gene;snRNA;snoRNA;CD-box;
RF01304	sR5	Small_nucleolar_RNA_sR5	1	Gene;snRNA;snoRNA;CD-box;
RF01305	sR51	Small_nucleolar_RNA_sR51	1	Gene;snRNA;snoRNA;CD-box;
RF01306	sR52	Small_nucleolar_RNA_sR52	1	Gene;snRNA;snoRNA;CD-box;
RF01307	sR55	Small_nucleolar_RNA_sR55	1	Gene;snRNA;snoRNA;CD-box;
RF01308	sR58	Small_nucleolar_RNA_sR58	1	Gene;snRNA;snoRNA;CD-box;
RF01309	sR60	Small_nucleolar_RNA_sR60	1	Gene;snRNA;snoRNA;CD-box;
RF01310	sR7	Small_nucleolar_RNA_sR7	1	Gene;snRNA;snoRNA;CD-box;
RF01311	sR8	Small_nucleolar_RNA_sR8	1	Gene;snRNA;snoRNA;CD-box;
RF01312	sR9	Small_nucleolar_RNA_sR9	1	Gene;snRNA;snoRNA;CD-box;
RF01313	HHBV_epsilon	Heron_HBV_RNA_encapsidation_signal_epsilon	1	Cis-reg;
RF01314	mir-1227	microRNA_mir-1227	1	Gene;miRNA;
RF01315	CRISPR-DR2	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01316	CRISPR-DR3	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01317	CRISPR-DR4	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01318	CRISPR-DR5	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01319	CRISPR-DR6	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01320	CRISPR-DR7	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01321	CRISPR-DR8	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01322	CRISPR-DR9	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01323	CRISPR-DR10	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01324	CRISPR-DR11	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01325	CRISPR-DR12	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01326	CRISPR-DR13	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01327	CRISPR-DR14	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01328	CRISPR-DR17	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01329	CRISPR-DR15	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01330	CRISPR-DR16	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01331	CRISPR-DR18	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01332	CRISPR-DR19	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01333	CRISPR-DR20	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01334	CRISPR-DR21	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01335	CRISPR-DR22	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01336	CRISPR-DR23	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01337	CRISPR-DR24	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01338	CRISPR-DR25	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01339	CRISPR-DR27	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01340	CRISPR-DR29	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01341	CRISPR-DR30	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01342	CRISPR-DR32	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01343	CRISPR-DR33	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01344	CRISPR-DR34	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01345	CRISPR-DR35	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01346	CRISPR-DR36	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01347	CRISPR-DR37	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
RF01348	CRISPR-DR38	CRISPR_RNA_direct_repeat_element	1	Gene;CRISPR;
